pnu;name;data_type;parameter_id
12822;configDriveSyncPosition;UDINT;1.91280026.0
12823;configDriveSyncVelocity;UDINT;1.91280027.0
12824;incompatibleHomingMethod_LogSettings;USINT;1.101344.0
12825;incompatibleHomingMethod_DiagnosisLevels;UINT;1.101348.0
12826;forceActDrive;REAL;1.101362.0
12827;torqueFilterTime;REAL;1.101374.0
12828;torqueInterpretion;UDINT;1.101382.0
12829;torqueInterpretion;UDINT;1.101382.1
12832;feevError_LogSettings;USINT;1.101488.0
12833;feevError_DiagnosisLevels;UINT;1.101490.0
12834;feevSettlingTime;REAL;1.101496.0
12835;feevWindow;REAL;1.101498.0
12836;feevAct;REAL;1.101500.0
12840;offTimeLimit;REAL;1.100245.0
12841;offTimeLimit;REAL;1.100245.1
12842;offTimeLimitActive;REAL;1.100719.0
12843;offTimeLimitActive;REAL;1.100719.1
12844;brakeOneValid_LA;BOOL;1.100743.0
12845;brakeTwoValid_LA;BOOL;1.100751.0
12846;brakeValid_LA;BOOL;1.100762.0
12847;brakeOneValid_LB;BOOL;1.100943.0
12848;brakeTwoValid_LB;BOOL;1.100947.0
12849;brakeValid_LB;BOOL;1.100951.0
12850;brakeTwoOpeningDelayTimeActive;REAL;1.101230.0
12851;brakeTwoClosingDelayTimeActive;REAL;1.101238.0
12852;brakeOneOpeningDelayActive;REAL;1.101246.0
12853;brakeOneClosingDelayActive;REAL;1.101254.0
12854;defaultBrakeSelectionActive;UDINT;1.101262.0
12855;ModesOfOperationEnum;SINT;1.12238.0
12856;ModesOfOperationDisplayEnum;SINT;1.12239.0
12857;enableOnStartup;BOOL;1.101547.0
12858;enableOnStartup;BOOL;1.101547.1
12859;activateOnStartup;BOOL;1.101551.0
12860;feaSettlingTime;REAL;1.101731.0
12861;primaryReferenceSource;UDINT;1.101733.0
12862;feaWindow;REAL;1.101735.0
12863;feaAct;REAL;1.101737.0
12864;orientionAxis;REAL;1.101741.0
12865;feaError_LogSettings;USINT;1.101750.0
12866;feaError_DiagnosisLevels;UINT;1.101753.0
12867;absValid_LA;BOOL;1.100108.0
12868;absValid_LB;BOOL;1.100110.0
12869;Enc_Valid_LA;BOOL;1.100112.0
12870;Enc_Valid_LB;BOOL;1.100114.0
12871;Actual_Position_LA;LINT;1.100132.0
12872;Actual_Position_LB;LINT;1.100134.0
12873;Actual_Velocity_LA;REAL;1.100136.0
12874;Actual_Velocity_LB;REAL;1.100138.0
12875;Actual_Acceleration_LA;REAL;1.100305.0
12876;Actual_Acceleration_LB;REAL;1.100309.0
12877;Standstill_LA;BOOL;1.100313.0
12878;Standstill_LB;BOOL;1.100317.0
12879;TimeConstantVelocityFilter;REAL;1.100321.0
12880;TimeConstantVelocityFilterActive;REAL;1.100325.0
12881;TimeConstantAccelerationFilter;REAL;1.100353.0
12882;TimeConstantAccelerationFilterActive;REAL;1.100357.0
12883;ToleranceTimePositionDifference;REAL;1.100365.0
12884;ToleranceTimePositionDifferenceActive;REAL;1.100369.0
12885;MaxPositionDifference;LINT;1.100373.0
12886;MaxPositionDifferenceActive;LINT;1.100679.0
12887;UserGearboxDenominatorActive;UDINT;1.100688.0
12888;MaxVelocityDifference;REAL;1.100695.0
12889;MaxVelocityDifferenceActive;REAL;1.100697.0
12890;ToleranceTimeVelocityDifference;REAL;1.100699.0
12891;ToleranceTimeVelocityDifferenceActive;REAL;1.100712.0
12892;StandstillVelocityActive;REAL;1.100726.0
12893;StandstillSettlingTimeActive;REAL;1.100728.0
12894;Actual_Voltage_X2_LA;REAL;1.100730.0
12895;Actual_Voltage_X2_LB;REAL;1.100732.0
12896;Actual_Voltage_X3_LA;REAL;1.100734.0
12897;Actual_Voltage_X3_LB;REAL;1.100736.0
12900;TimeoutOffTimeLimit_DiagnosisLevels;UINT;1.100740.0
12901;TimeoutOffTimeLimit_DiagnosisLevels;UINT;1.100740.1
12902;UserGearboxNumeratorActive;UDINT;1.100953.0
12903;UserFeedConstantDenominatorActive;UDINT;1.100957.0
12904;UserFeedConstantNumeratorActive;UDINT;1.100961.0
12905;gearRatioDrivingShaftActive;UDINT;1.100993.0
12906;gearRatioMotorSideActive;UDINT;1.100997.0
12907;feedDenomeratorActive;UDINT;1.101001.0
12908;feedNumeratorActive;UDINT;1.101007.0
12909;toggleRotationDirectionActive;BOOL;1.101009.0
12910;nextUserUnitActive;UDINT;1.101011.0
12911;toggleEncoderSignalNextActive;BOOL;1.101055.0
12913;PositionDiscrepancy_DiagnosisLevels;UINT;1.101222.0
12915;VelocityDiscrepancy_DiagnosisLevels;UINT;1.101301.0
12917;InvalidEncoderSelection_DiagnosisLevels;UINT;1.101337.0
12919;SupplyVoltageErrorX2_DiagnosisLevels;UINT;1.101349.0
12921;SupplyVoltageErrorX3_DiagnosisLevels;UINT;1.101361.0
12922;TimeoutOffTimeLimit_DiagnosisLevels_Active;UINT;1.101489.0
12923;TimeoutOffTimeLimit_DiagnosisLevels_Active;UINT;1.101489.1
12926;BREXT_ShortcutExtWiring_DiagnosisLevels;UINT;1.101501.0
12927;BREXT_ShortcutExtWiring_DiagnosisLevels;UINT;1.101501.1
12928;BREXT_ShortcutExtWiring_DiagnosisLevels_Active;UINT;1.101521.0
12929;BREXT_ShortcutExtWiring_DiagnosisLevels_Active;UINT;1.101521.1
12930;ToleratedVoltageErrors;UDINT;1.101559.0
12931;ToleratedVoltageErrorsActive;UDINT;1.101566.0
12934;VoltageSafetyDelta;REAL;1.101572.0
12935;VoltageSafetyDeltaActive;REAL;1.101574.0
12936;PositionDiscrepancy_DiagnosisLevelsActive;UINT;1.101575.0
12937;VelocityDiscrepancy_DiagnosisLevelsActive;UINT;1.101576.0
12938;InvalidEncoderSelection_DiagnosisLevelsActive;UINT;1.101577.0
12939;SupplyVoltageErrorX2_DiagnosisLevelsActive;UINT;1.101578.0
12940;SupplyVoltageErrorX3_DiagnosisLevelsActive;UINT;1.101579.0
13003;Abi_Valid_LB;BOOL;1.101725.0
13004;Abi_Valid_LB;BOOL;1.101725.1
13005;Abi_NormalizedPosition_LB;LINT;1.101727.0
13006;Abi_NormalizedPosition_LB;LINT;1.101727.1
13007;Abi_QuadraturCounter_LB;UINT;1.101729.0
13008;Abi_QuadraturCounter_LB;UINT;1.101729.1
13013;InterpolationPointDelay_LogSettings;USINT;1.101571.0
13014;InterpolationPointDelay_DiagnosisLevels;UINT;1.101573.0
13015;IPstate;UDINT;1.7301.0
13016;Cia402IncrementsPerRevolution;UDINT;1.7864.0
13017;Cia402IncrementsPerRevolutionNext;UDINT;1.7865.0
13018;CiA402ScalableIncrementsActivated;BOOL;1.7866.0
13019;CiA402ScalableIncrementsActivatedNext;BOOL;1.7867.0
13021;isGear1RatioExtended;BOOL;1.101905.0
13023;torqueOffset_T750;REAL;1.101951.0
13026;coggingCompensationStatus;UDINT;1.101959.0
13030;coggingCompensationValue;REAL;1.101967.0
13034;torqueMin_T750;REAL;1.101981.0
13035;torqueMax_T750;REAL;1.101985.0
13038;appliedScKpv;REAL;1.101989.0
13039;appliedScKiv;REAL;1.101991.0
13040;GainFactor;REAL;1.101993.0
13041;LowerBoundGainFactorScalingInput;REAL;1.101994.0
13042;UpperBoundGainFactorScalingInput;REAL;1.101995.0
13043;LowerBoundGainFactorScalingOutput;REAL;1.101998.0
13044;UpperBoundGainFactorScalingOutput;REAL;1.102000.0
13045;GainFactorMode;UDINT;1.102002.0
13046;recordCoggingStatus;UDINT;1.102003.0
13047;recordCoggingFactor;REAL;1.102004.0
13048;recordCoggingOffset;REAL;1.102005.0
13049;recordCoggingQuality;REAL;1.102006.0
13050;recordCoggingInternalState;UDINT;1.102007.0
13051;recordCoggingTable;UDINT;1.102008.0
13052;recordCoggingDiagnostic_LogSettings;USINT;1.102017.0
13053;recordCoggingDiagnostic_DiagnosisLevels;UINT;1.102019.0
13058;useVirtualEncoder;BOOL;1.102034.0
13059;mdiActualTargetPosition;DINT;1.102038.0
13060;torque_control_kp;REAL;1.102040.0
13061;torque_control_ki;REAL;1.102042.0
13066;torque_sensor_enable_threshold;REAL;1.102085.0
13067;torque_sensor_disable_hysteresis;REAL;1.102089.0
13068;torque_sensor_type;UDINT;1.102097.0
13069;torque_sensor_value;REAL;1.102098.0
13070;toleranceWindow;REAL;1.102100.0
13071;enableCompatibilityV33;BOOL;1.102137.0
13072;RelativPositionOffset;LINT;1.102222.0
13073;torque_compensaton;USINT;1.102223.0
13074;motor_k1;REAL;1.102224.0
13075;motor_k2;REAL;1.102225.0
13076;motor_tk;REAL;1.102226.0
13077;symmetricalAccDecSetLayout;BOOL;1.102395.0
13078;slow1Deceleration;REAL;1.102397.0
13079;activeSlow1Deceleration;REAL;1.102399.0
13080;fast1Deceleration;REAL;1.102401.0
13081;activeFast1Deceleration;REAL;1.102405.0
13082;slow2Deceleration;REAL;1.102407.0
13083;activeSlow2Deceleration;REAL;1.102409.0
13084;fast2Deceleration;REAL;1.102413.0
13085;activefast2Deceleration;REAL;1.102415.0
13086;MassFrictionEstimationEnable;BOOL;1.102417.0
13087;maximumVelocity;REAL;1.102419.0
13088;MassEstimationFilterTimeVelocity;REAL;1.102421.0
13089;MassEstimationFilterTimeAcceleration;REAL;1.102423.0
13090;StaticFrictionForce;REAL;1.102425.0
13091;MassEstimationFilterTimeTorque;REAL;1.102426.0
13092;CarriageMass;REAL;1.102427.0
13093;stvSettlingTimeMassFriction;REAL;1.102428.0
13094;stvMinMassFriction;REAL;1.102429.0
13095;StandstillMassFriction;BOOL;1.102431.0
13096;KineticFrictionForce;REAL;1.102432.0
13097;EstimatedMomentOfInertia;REAL;1.102433.0
13098;EstimatedMass;REAL;1.102434.0
13099;StaticFrictionTorque;REAL;1.102435.0
13100;TravelTime;REAL;1.102436.0
13101;Payload;REAL;1.102437.0
13102;MassFrictionEstimationStatus;UDINT;1.102438.0
13103;KineticFrictionTorque;REAL;1.102439.0
13104;CarriageInertia;REAL;1.102441.0
13105;PayloadInertia;REAL;1.102442.0
13107;ConstantMomentOfInertia;REAL;1.102458.0
13108;LoadMomentOfInertia;REAL;1.102492.0
13109;NoEstimationDoneLevel_LogSettings;USINT;1.102544.0
13110;NoEstimationDoneLevel_DiagnosisLevels;UINT;1.102548.0
13111;sls_max_deceleration;REAL;1.100649.0
13112;sls_max_jerk;REAL;1.100657.0
13113;sls_max_deceleration_active;REAL;1.100665.0
13114;sls_max_jerk_active;REAL;1.100677.0
13115;sls_enable;BOOL;1.102194.0
13116;sls_enable_active;BOOL;1.102221.0
13117;sms_enable;BOOL;1.102227.0
13118;sms_max_velocity_active;REAL;1.102228.0
13119;sms_SafetyConditionViolated_FaultReactionActive;UINT;1.102230.0
13120;sms_SpeedLimitViolated_FaultReactionActive;UINT;1.102232.0
13121;sls_t_vend_reached;REAL;1.102235.0
13122;sls_t_vend_reached_active;REAL;1.102237.0
13124;sls_t_shift;REAL;1.102240.0
13125;SMS_SafetyConditionViolated_DiagnosisLevels;UINT;1.102241.0
13126;sls_t_shift_active;REAL;1.102242.0
13127;sls_max_limt_active;REAL;1.102271.0
13130;SLS_SafetyConditionViolated_DiagnosisLevels;UINT;1.102277.0
13131;SMS_SpeedLimitViolated_DiagnosisLevels;UINT;1.102278.0
13132;sls_SafetyConditionViolated_FaultReactionActive;UINT;1.102279.0
13133;sls_BrakeRampViolated_FaultReactionActive;UINT;1.102287.0
13135;sls_SpeedLimitViolated_FaultReactionActive;UINT;1.102293.0
13136;SLS_SpeedLimitViolated_DiagnosisLevels;UINT;1.102295.0
13137;ss1_t_shift;REAL;1.102297.0
13138;ss1_t_shift_active;REAL;1.102301.0
13139;ss1_delta_v_limit;REAL;1.102305.0
13141;SLS_BrakeRampViolated_DiagnosisLevels;UINT;1.102308.0
13142;ss1_delta_v_limit_active;REAL;1.102309.0
13143;sls_v_limit_actual_high;REAL;1.102313.0
13144;ss2_t_shift;REAL;1.102317.0
13145;ss2_t_shift_active;REAL;1.102321.0
13146;ss2_delta_v_limit;REAL;1.102322.0
13147;ss2_delta_v_limit_active;REAL;1.102323.0
13148;ss1_v_limit_actual_high;REAL;1.102324.0
13149;ss1_v_limit_actual_low;REAL;1.102325.0
13150;ss2_v_limit_actual_high;REAL;1.102326.0
13151;sls_v_limit_actual_low;REAL;1.102327.0
13152;ss2_v_limit_actual_low;REAL;1.102328.0
13153;sms_enable_active;BOOL;1.102329.0
13154;SS1_InputValuesNotValid_FaultReactionActive;UINT;1.102332.0
13155;SS1_SpeedLimitViolated_FaultReactionActive;UINT;1.102336.0
13156;SS1_BrakeRampViolated_FaultReactionActive;UINT;1.102337.0
13157;SS2_InputValuesNotValid_FaultReactionActive;UINT;1.102340.0
13158;SS2_BrakeRampViolated_FaultReactionActive;UINT;1.102343.0
13160;SS1_InputValuesNotValid_DiagnosisLevels;UINT;1.102346.0
13161;ss1_max_velocity_active;REAL;1.102347.0
13162;ss1_max_deceleration_active;REAL;1.102351.0
13164;SS2_InputValuesNotValid_DiagnosisLevels;UINT;1.102357.0
13165;ss1_max_jerk_active;REAL;1.102359.0
13166;ss2_max_velocity_active;REAL;1.102363.0
13167;ss2_max_deceleration_active;REAL;1.102367.0
13169;SS1_BrakeRampViolated_DiagnosisLevels;UINT;1.102370.0
13170;ss2_max_jerk_active;REAL;1.102375.0
13171;ss1_enable;BOOL;1.102379.0
13172;ss1_enable_active;BOOL;1.102383.0
13173;sls_delta_v_limit;REAL;1.102385.0
13175;ss2_enable;BOOL;1.102387.0
13176;SS1_SpeedLimitViolated_DiagnosisLevels;UINT;1.102388.0
13177;ss2_enable_active;BOOL;1.102389.0
13178;sls_delta_v_limit_active;REAL;1.102391.0
13180;SS2_BrakeRampViolated_DiagnosisLevels;UINT;1.102412.0
13182;activeIsGear1RatioExtended;BOOL;1.102443.0
13183;safetyMotor;BOOL;1.71435.0
13184;FaultReactionIsV34Compatible;BOOL;1.100975.0
13185;positionTorqueEnable;BOOL;1.101082.0
13186;positionTorqueActive;BOOL;1.101089.0
13188;positionTorqueStandstillEnable;BOOL;1.101097.0
13189;positionTorqueOutput;REAL;1.101131.0
13190;positionTorqueStandstillThreshold;REAL;1.101149.0
13191;StopXWithBrake;BOOL;1.102558.0
13192;feedForwardPositionTorqueGain;REAL;1.102641.0
13193;positionTorqueTableDirection;USINT;1.102642.0
13194;positionTorqueSource;USINT;1.102643.0
13195;positionTorqueTableTorque;REAL;1.102644.0
13196;positionTorqueTablePosition;LINT;1.102645.0
13197;positionTorqueTableNumberOfPoints;UDINT;1.102646.0
13198;positionTorqueTableOffsetPosition;LINT;1.102647.0
13199;positionTorqueOffsetTorque;REAL;1.102648.0
13200;positionTorqueManualPosition;LINT;1.102649.0
13201;analog_initial_offset;REAL;1.102673.0
13202;statusword2_b5_HoldingBrakeOpen;BOOL;1.1146090.0
13203;SafetyfaultBuffer_Number;UINT;1.11280064.0
13204;SafetyfaultBuffer_Time;UDINT;1.11280065.0
13205;SafetyFaultBufferChangedCounter;UINT;1.11280066.0
13206;SafetyFaultNumberActive;UINT;1.11280067.0
13207;sos_t_delay;REAL;1.100554.0
13208;sos_delta_pos;LINT;1.100558.0
13209;STO_SafetyConditionViolated_FaultReactionsActive;UINT;1.101752.0
13211;STO_SafetyConditionViolated_DiagnosisLevels;UINT;1.101771.0
13212;SOS_InputValuesNotValid_FaultReactionsActive;UINT;1.101777.0
13213;SOS_SpeedLimitViolated_FaultReactionsActive;UINT;1.101781.0
13214;SOS_PositionLimitViolated_FaultReactionsActive;UINT;1.101785.0
13216;SOS_InputValuesNotValid_DiagnosisLevels;UINT;1.101819.0
13218;SOS_SpeedLimitViolated_DiagnosisLevels;UINT;1.101867.0
13220;SOS_PositionLimitViolated_DiagnosisLevels;UINT;1.101892.0
13221;sos_enable;BOOL;1.102355.0
13222;sos_enable_active;BOOL;1.102371.0
13223;SBC_SafetyConditionViolated_FaultReactions;UINT;1.102530.0
13225;SBC_SafetyConditionViolated_DiagnosisLevels;UINT;1.102560.0
13226;StopXWithBrakeActive;BOOL;1.102566.0
13227;HostPos_NormalizedPosition_LA;LINT;1.102574.0
13228;HostPos_NormalizedPosition_LB;LINT;1.102582.0
13229;sbc_enable;BOOL;1.102588.0
13230;sbc_enable_active;BOOL;1.102592.0
13231;HostPos_IsValid_LA;BOOL;1.102596.0
13232;HostPos_IsValid_LB;BOOL;1.102600.0
13233;extended_encoder_emulation_resolution;UDINT;1.102728.0
13234;use_extended_encoder_emulation_resolution;BOOL;1.102730.0
13235;torqueOnMotorShaft;BOOL;1.1128062.0
13236;jMinLimitUser;REAL;1.102777.0
13237;jMaxLimitUser;REAL;1.102778.0
13238;jerkLimitIsActive;BOOL;1.102796.0
13241;sls_speed_limit_selector;USINT;1.102765.0
13242;sls_scaling_factor;UINT;1.102766.0
13243;safetyValidated;BOOL;1.102797.0
13244;enableGenCurrentLimits;BOOL;1.1910000.0
13245;dcVoltageThreshold;REAL;1.1910001.0
13246;speedStart1;REAL;1.1910002.0
13247;speedEnd1;REAL;1.1910003.0
13248;speedStart2;REAL;1.1910004.0
13249;speedEnd2;REAL;1.1910005.0
13250;currentStart1;REAL;1.1910006.0
13251;currentEnd1;REAL;1.1910007.0
13252;currentStart2;REAL;1.1910008.0
13253;currentEnd2;REAL;1.1910009.0
13254;useMaxInsteadOfMinValue;BOOL;1.1910010.0
13255;actualCurrentLimit;REAL;1.1910011.0
60000;P.1.11280701.0.0_velocityReference;REAL;1.11280701.0
60100;P.0.11280210.0.0_modularTelegramConfig;UINT;0.11280210.0
60104;P.0.11280204.0.0_telegramSelectionExtension1;UINT;0.11280204.0
60105;P.0.101935.0.0_telegramSelectionExtension2;UINT;0.101935.0
